customer_id,total_spent,total_orders,avg_basket,days_since_last,area,cluster,segment_label
3999964,3024.24,2,1512.12,116,Orai,2,💛 Loyal Customers
4055790,1231.5600000000002,2,615.7800000000001,398,Jamnagar,1,🆕 New Customers
4057678,1195.9,2,597.95,35,Kadapa,3,💤 At-Risk Customers
4192351,409.79999999999995,1,409.79999999999995,190,Nandyal,3,💤 At-Risk Customers
4200802,1157.7,1,1157.7,379,Ramgarh,1,🆕 New Customers
4356173,3004.58,3,1001.5266666666666,254,Rajkot,0,👑 Champions
4378755,3850.0699999999997,3,1283.3566666666666,66,Pali,0,👑 Champions
4386273,2225.1000000000004,3,741.7000000000002,77,Nandyal,3,💤 At-Risk Customers
4394659,2418.68,2,1209.34,183,Pune,2,💛 Loyal Customers
4439806,1269.6100000000001,3,423.2033333333334,196,Mathura,3,💤 At-Risk Customers
4444673,88.43,1,88.43,197,Srikakulam,3,💤 At-Risk Customers
4458329,2827.11,1,2827.11,91,Mira-Bhayandar,2,💛 Loyal Customers
4543215,671.55,1,671.55,332,Satna,1,🆕 New Customers
4594944,675.46,1,675.46,454,Cuttack,1,🆕 New Customers
4597433,9553.69,6,1592.2816666666668,70,Tadepalligudem,0,👑 Champions
4606533,1776.32,1,1776.32,471,Rajpur Sonarpur,2,💛 Loyal Customers
4758426,1256.56,2,628.28,521,Vijayawada,1,🆕 New Customers
4789829,2116.21,2,1058.105,248,Rourkela,3,💤 At-Risk Customers
4862761,1349.8400000000001,2,674.9200000000001,112,Eluru,3,💤 At-Risk Customers
4940671,2633.94,1,2633.94,352,Silchar,2,💛 Loyal Customers
4988545,3399.38,2,1699.69,243,Anantapuram,2,💛 Loyal Customers
5001749,1327.48,2,663.74,35,Kota,3,💤 At-Risk Customers
5039883,5947.42,5,1189.484,91,Purnia,0,👑 Champions
5043760,1981.02,2,990.51,185,Davanagere,3,💤 At-Risk Customers
5135207,2776.95,1,2776.95,441,Moradabad,2,💛 Loyal Customers
5140660,2467.89,1,2467.89,362,Akola,2,💛 Loyal Customers
5226128,2916.74,2,1458.37,248,Bhimavaram,2,💛 Loyal Customers
5228136,2340.32,3,780.1066666666667,133,Ambarnath,3,💤 At-Risk Customers
5238055,1200.24,3,400.08,122,Guntur,3,💤 At-Risk Customers
5277675,1686.9,2,843.45,394,Ghaziabad,1,🆕 New Customers
5386246,3903.87,3,1301.29,110,Kadapa,0,👑 Champions
5418547,2765.1,2,1382.55,65,Pune,2,💛 Loyal Customers
5540556,1876.09,4,469.0225,30,Gangtok,3,💤 At-Risk Customers
5607734,784.44,1,784.44,386,Jamshedpur,1,🆕 New Customers
5700842,415.75,1,415.75,560,Amravati,1,🆕 New Customers
5712468,1927.16,2,963.58,38,Thanjavur,3,💤 At-Risk Customers
5716817,2432.06,3,810.6866666666666,228,Aurangabad,3,💤 At-Risk Customers
5751638,881.94,2,440.97,333,Aligarh,1,🆕 New Customers
5754255,3022.7000000000003,3,1007.5666666666667,133,Mango,0,👑 Champions
5763963,5530.43,5,1106.086,219,Pimpri-Chinchwad,0,👑 Champions
5901440,90.56,1,90.56,599,Sambhal,1,🆕 New Customers
5961261,2309.94,4,577.485,205,Varanasi,3,💤 At-Risk Customers
6025470,217.4,1,217.4,387,Sagar,1,🆕 New Customers
6061349,5571.15,3,1857.05,180,Haldia,0,👑 Champions
6081270,446.54,1,446.54,433,Gaya,1,🆕 New Customers
6150721,3307.33,5,661.466,52,Panihati,0,👑 Champions
6184558,688.14,1,688.14,572,Tezpur,1,🆕 New Customers
6186471,46.62,1,46.62,260,Chittoor,1,🆕 New Customers
6245778,3923.2599999999998,3,1307.7533333333333,304,Guntakal,0,👑 Champions
6247821,1395.26,3,465.08666666666664,25,Panvel,3,💤 At-Risk Customers
6291143,1666.1999999999998,2,833.0999999999999,136,Yamunanagar,3,💤 At-Risk Customers
6319646,947.0899999999999,3,315.69666666666666,130,Udupi,3,💤 At-Risk Customers
6335221,1945.56,2,972.78,116,Rajpur Sonarpur,3,💤 At-Risk Customers
6344345,2717.31,3,905.77,66,Burhanpur,3,💤 At-Risk Customers
6390687,931.8199999999999,2,465.90999999999997,204,Alwar,3,💤 At-Risk Customers
6398761,5156.79,4,1289.1975,75,Naihati,0,👑 Champions
6459100,424.85,3,141.61666666666667,79,Agra,3,💤 At-Risk Customers
6579892,4960.86,4,1240.215,9,Silchar,0,👑 Champions
6617417,1829.76,1,1829.76,142,New Delhi,2,💛 Loyal Customers
6622751,728.73,1,728.73,499,Thiruvananthapuram,1,🆕 New Customers
6637282,2932.45,4,733.1125,165,North Dumdum,0,👑 Champions
6668498,997.74,2,498.87,39,Ratlam,3,💤 At-Risk Customers
6724509,2361.9300000000003,3,787.3100000000001,18,Munger,3,💤 At-Risk Customers
6756256,2011.52,3,670.5066666666667,140,Bellary,3,💤 At-Risk Customers
6812439,1612.32,3,537.4399999999999,111,Bhalswa Jahangir Pur,3,💤 At-Risk Customers
6853981,1300.4,1,1300.4,316,Machilipatnam,2,💛 Loyal Customers
6856445,2987.0099999999998,2,1493.5049999999999,462,Darbhanga,2,💛 Loyal Customers
6867315,1640.7200000000003,2,820.3600000000001,319,Imphal,1,🆕 New Customers
6959437,2967.87,3,989.29,30,Jammu,0,👑 Champions
6982488,3935.34,3,1311.78,0,Jalna,0,👑 Champions
6992801,1937.88,1,1937.88,170,Rajkot,2,💛 Loyal Customers
7076456,3755.62,2,1877.81,454,Ichalkaranji,2,💛 Loyal Customers
7228206,5842.9800000000005,4,1460.7450000000001,150,Jalgaon,0,👑 Champions
7288562,2309.29,3,769.7633333333333,49,Dewas,3,💤 At-Risk Customers
7333934,1947.76,3,649.2533333333333,193,Deoghar,3,💤 At-Risk Customers
7378768,1495.13,2,747.565,394,Bellary,1,🆕 New Customers
7522036,139.85999999999999,1,139.85999999999999,453,Hospet,1,🆕 New Customers
7551173,58.59,1,58.59,287,Ghaziabad,1,🆕 New Customers
7591711,2901.36,4,725.34,319,Nagercoil,0,👑 Champions
7687234,176.86,1,176.86,465,Naihati,1,🆕 New Customers
7728406,5168.7,5,1033.74,131,Ranchi,0,👑 Champions
8025622,2392.61,3,797.5366666666667,105,Bulandshahr,3,💤 At-Risk Customers
8073518,1538.48,1,1538.48,505,Nellore,1,🆕 New Customers
8138417,710.8499999999999,1,710.8499999999999,478,Nangloi Jat,1,🆕 New Customers
8164639,1866.22,2,933.11,174,Gandhidham,3,💤 At-Risk Customers
8228843,3121.09,3,1040.3633333333335,278,Bangalore,0,👑 Champions
8241122,889.72,4,222.43,106,Ambarnath,3,💤 At-Risk Customers
8351747,1539.69,3,513.23,405,Khammam,1,🆕 New Customers
8361353,1979.41,2,989.705,221,Bhiwani,3,💤 At-Risk Customers
8375298,2506.63,2,1253.315,419,Begusarai,2,💛 Loyal Customers
8383197,1837.94,2,918.97,19,Tiruppur,3,💤 At-Risk Customers
8384106,963.26,1,963.26,351,Hubli–Dharwad,1,🆕 New Customers
8395343,3823.56,3,1274.52,489,Bathinda,2,💛 Loyal Customers
8395610,760.35,2,380.175,202,Erode,3,💤 At-Risk Customers
8513589,1165.8600000000001,2,582.9300000000001,193,Bathinda,3,💤 At-Risk Customers
8536503,4673.700000000001,2,2336.8500000000004,149,Ramagundam,2,💛 Loyal Customers
8628482,2662.44,2,1331.22,35,Bhiwandi,3,💤 At-Risk Customers
8632679,508.0,1,508.0,397,North Dumdum,1,🆕 New Customers
8651281,4598.36,4,1149.59,145,Ranchi,0,👑 Champions
8733344,5284.530000000001,2,2642.2650000000003,69,Jammu,2,💛 Loyal Customers
8791577,6844.42,8,855.5525,21,Madhyamgram,0,👑 Champions
8817168,551.28,1,551.28,456,Mehsana,1,🆕 New Customers
8881320,317.88,2,158.94,6,Uluberia,3,💤 At-Risk Customers
8886587,560.7,1,560.7,122,Moradabad,3,💤 At-Risk Customers
8955057,2770.0899999999997,3,923.3633333333332,120,Bhubaneswar,3,💤 At-Risk Customers
9048817,1738.44,1,1738.44,225,Udaipur,2,💛 Loyal Customers
9097480,2438.44,2,1219.22,3,Bihar Sharif,3,💤 At-Risk Customers
9105829,737.32,2,368.66,346,Begusarai,1,🆕 New Customers
9107360,3449.46,3,1149.82,117,Dindigul,0,👑 Champions
9195970,176.86,1,176.86,599,Karawal Nagar,1,🆕 New Customers
9246851,4774.929999999999,2,2387.4649999999997,516,Ujjain,2,💛 Loyal Customers
9274874,5650.36,6,941.7266666666666,71,Arrah,0,👑 Champions
9278983,5067.05,5,1013.4100000000001,38,Bathinda,0,👑 Champions
9314637,2772.46,2,1386.23,318,Bhubaneswar,2,💛 Loyal Customers
9347990,4457.91,2,2228.955,17,Nizamabad,2,💛 Loyal Customers
9401406,2956.32,3,985.44,55,Panipat,0,👑 Champions
9419030,1458.84,1,1458.84,199,Avadi,2,💛 Loyal Customers
9423628,715.72,1,715.72,581,Malegaon,1,🆕 New Customers
9450435,4723.08,3,1574.36,173,Bellary,0,👑 Champions
9551011,1713.78,1,1713.78,419,Navi Mumbai,2,💛 Loyal Customers
9573071,2593.36,4,648.34,110,Thrissur,0,👑 Champions
9641623,635.6,1,635.6,152,Kota,3,💤 At-Risk Customers
9650263,675.35,2,337.675,120,Gandhidham,3,💤 At-Risk Customers
9738801,4626.3099999999995,4,1156.5774999999999,250,Nellore,0,👑 Champions
9796585,1847.28,2,923.64,6,Danapur,3,💤 At-Risk Customers
9981089,3201.25,2,1600.625,307,Proddatur,2,💛 Loyal Customers
9987182,5108.85,4,1277.2125,28,Darbhanga,0,👑 Champions
10019218,3090.02,4,772.505,165,Parbhani,0,👑 Champions
10038382,3803.15,2,1901.575,299,Bahraich,2,💛 Loyal Customers
10048910,4650.110000000001,5,930.0220000000002,41,Kozhikode,0,👑 Champions
10088428,2719.62,1,2719.62,33,Khammam,2,💛 Loyal Customers
10210309,369.28,1,369.28,116,Kharagpur,3,💤 At-Risk Customers
10225164,1140.14,2,570.07,140,Dehri,3,💤 At-Risk Customers
10240052,1410.71,2,705.355,62,Guntakal,3,💤 At-Risk Customers
10418604,2006.08,3,668.6933333333333,215,Gandhidham,3,💤 At-Risk Customers
10508763,2748.24,2,1374.12,209,Ratlam,2,💛 Loyal Customers
10524732,3629.21,3,1209.7366666666667,467,Rajahmundry,2,💛 Loyal Customers
10541231,1198.0,2,599.0,15,Bhiwandi,3,💤 At-Risk Customers
10562528,3984.89,7,569.27,19,Udaipur,0,👑 Champions
10605484,2440.01,2,1220.005,318,Visakhapatnam,2,💛 Loyal Customers
10608845,264.89,1,264.89,404,Bhilwara,1,🆕 New Customers
10663246,2245.23,2,1122.615,156,Gandhidham,3,💤 At-Risk Customers
10683250,2690.99,2,1345.495,262,Bhagalpur,2,💛 Loyal Customers
10686446,636.42,1,636.42,222,Tadipatri,3,💤 At-Risk Customers
10694081,332.84,1,332.84,26,Meerut,3,💤 At-Risk Customers
10700664,6494.97,3,2164.9900000000002,262,Raebareli,0,👑 Champions
10729474,1865.0300000000002,2,932.5150000000001,521,Howrah,1,🆕 New Customers
10745302,98.32,1,98.32,351,Indore,1,🆕 New Customers
10769994,1411.26,2,705.63,331,Begusarai,1,🆕 New Customers
10789681,1937.88,1,1937.88,168,Dehradun,2,💛 Loyal Customers
10796846,359.98,1,359.98,560,Tiruvottiyur,1,🆕 New Customers
10797688,109.03,1,109.03,268,Bathinda,1,🆕 New Customers
10830043,1300.4,1,1300.4,483,Hospet,1,🆕 New Customers
10855630,3030.4700000000003,2,1515.2350000000001,140,Rajahmundry,2,💛 Loyal Customers
10857389,6590.65,4,1647.6625,37,Hindupur,0,👑 Champions
10945990,1306.1299999999999,2,653.0649999999999,13,Burhanpur,3,💤 At-Risk Customers
10951674,2103.5,2,1051.75,214,Guna,3,💤 At-Risk Customers
11047835,2805.8500000000004,4,701.4625000000001,66,Tinsukia,0,👑 Champions
11063505,1563.16,2,781.58,7,Udaipur,3,💤 At-Risk Customers
11071601,173.44,2,86.72,111,Buxar,3,💤 At-Risk Customers
11082181,1632.76,1,1632.76,256,Kalyan-Dombivli,2,💛 Loyal Customers
11143197,3743.84,4,935.96,147,Bulandshahr,0,👑 Champions
11202130,6164.42,4,1541.105,104,Bhilwara,0,👑 Champions
11228463,247.48,1,247.48,170,Kanpur,3,💤 At-Risk Customers
11254582,1860.6100000000001,3,620.2033333333334,198,Machilipatnam,3,💤 At-Risk Customers
11387110,1344.48,1,1344.48,293,Coimbatore,2,💛 Loyal Customers
11389698,477.52,3,159.17333333333332,475,Jammu,1,🆕 New Customers
11446157,4110.35,5,822.07,192,Shimoga,0,👑 Champions
11470681,551.88,1,551.88,240,Munger,1,🆕 New Customers
11478478,4082.24,6,680.3733333333333,27,Ahmednagar,0,👑 Champions
11493300,2216.2200000000003,1,2216.2200000000003,419,Durg,2,💛 Loyal Customers
11493380,2912.86,4,728.215,13,Madurai,0,👑 Champions
11503405,537.24,1,537.24,478,Amritsar,1,🆕 New Customers
11540364,404.07,1,404.07,353,Firozabad,1,🆕 New Customers
11562458,448.91999999999996,2,224.45999999999998,330,Firozabad,1,🆕 New Customers
11616535,5321.3099999999995,4,1330.3274999999999,135,Tadepalligudem,0,👑 Champions
11636968,3297.01,2,1648.505,48,Srinagar,2,💛 Loyal Customers
11705793,842.51,2,421.255,203,Dindigul,3,💤 At-Risk Customers
11775073,422.23,1,422.23,95,Morbi,3,💤 At-Risk Customers
11928321,382.15,2,191.075,302,Maheshtala,1,🆕 New Customers
12059049,6416.26,4,1604.065,105,Nizamabad,0,👑 Champions
12077371,7548.969999999999,4,1887.2424999999998,366,Sambalpur,0,👑 Champions
12088552,1009.38,2,504.69,542,Patiala,1,🆕 New Customers
12090436,1072.26,1,1072.26,36,Asansol,3,💤 At-Risk Customers
12141418,510.7,1,510.7,349,Ambala,1,🆕 New Customers
12184293,1706.8200000000002,1,1706.8200000000002,440,Phagwara,2,💛 Loyal Customers
12272282,9924.84,5,1984.968,28,Sikar,0,👑 Champions
12277039,1001.24,4,250.31,117,Unnao,3,💤 At-Risk Customers
12302179,1953.1,1,1953.1,452,Tumkur,2,💛 Loyal Customers
12305040,4140.6900000000005,3,1380.2300000000002,39,Noida,0,👑 Champions
12338529,3229.9800000000005,3,1076.66,9,Bangalore,0,👑 Champions
12402437,2975.6600000000003,2,1487.8300000000002,235,Rajahmundry,2,💛 Loyal Customers
12415659,340.36,1,340.36,115,Ambala,3,💤 At-Risk Customers
12455156,2583.68,3,861.2266666666666,170,Eluru,3,💤 At-Risk Customers
12469338,2528.25,2,1264.125,222,Coimbatore,2,💛 Loyal Customers
12500465,2314.12,2,1157.06,369,Phusro,2,💛 Loyal Customers
12507907,4113.450000000001,2,2056.7250000000004,458,Nangloi Jat,2,💛 Loyal Customers
12574626,3795.5499999999997,3,1265.1833333333332,9,Amritsar,0,👑 Champions
12622901,5155.2,2,2577.6,237,Bareilly,2,💛 Loyal Customers
12655794,1268.6100000000001,1,1268.6100000000001,446,Hosur,1,🆕 New Customers
12695670,498.17,2,249.085,489,Jaipur,1,🆕 New Customers
12755730,1415.44,3,471.81333333333333,194,Howrah,3,💤 At-Risk Customers
12769552,48.55,1,48.55,122,Ratlam,3,💤 At-Risk Customers
12778027,219.75,2,109.875,327,New Delhi,1,🆕 New Customers
12799092,3355.14,3,1118.3799999999999,38,Unnao,0,👑 Champions
12814732,1514.0700000000002,2,757.0350000000001,9,Karaikudi,3,💤 At-Risk Customers
12832151,8841.11,7,1263.0157142857145,41,Baranagar,0,👑 Champions
12851610,7019.26,5,1403.852,40,Proddatur,0,👑 Champions
12867472,1344.73,2,672.365,191,Mehsana,3,💤 At-Risk Customers
12967305,3744.37,3,1248.1233333333332,468,Durg,2,💛 Loyal Customers
12988801,2066.13,2,1033.065,267,Gurgaon,3,💤 At-Risk Customers
13071673,3096.4900000000002,2,1548.2450000000001,123,Jhansi,2,💛 Loyal Customers
13122744,799.46,1,799.46,386,Kalyan-Dombivli,1,🆕 New Customers
13130974,801.84,1,801.84,288,Eluru,1,🆕 New Customers
13164195,4095.21,4,1023.8025,55,Durg,0,👑 Champions
13189939,4292.58,4,1073.145,19,Bhopal,0,👑 Champions
13197985,1441.9,1,1441.9,76,Nanded,2,💛 Loyal Customers
13251137,6790.4400000000005,5,1358.0880000000002,71,Rampur,0,👑 Champions
13265605,247.48,1,247.48,528,Kollam,1,🆕 New Customers
13284996,1553.31,1,1553.31,568,Phagwara,1,🆕 New Customers
13383642,2382.54,3,794.18,112,Mumbai,3,💤 At-Risk Customers
13415362,2496.18,1,2496.18,532,Dibrugarh,2,💛 Loyal Customers
13424885,728.73,1,728.73,448,Malda,1,🆕 New Customers
13455530,1250.2,3,416.73333333333335,267,Saharsa,3,💤 At-Risk Customers
13461704,791.0999999999999,1,791.0999999999999,352,Nanded,1,🆕 New Customers
13462905,781.08,1,781.08,112,Farrukhabad,3,💤 At-Risk Customers
13465850,3855.75,3,1285.25,265,Danapur,0,👑 Champions
13492411,3640.96,2,1820.48,195,Patna,2,💛 Loyal Customers
13494314,2068.96,2,1034.48,118,Mahbubnagar,3,💤 At-Risk Customers
13567338,558.24,1,558.24,399,Hubli–Dharwad,1,🆕 New Customers
13581527,2018.06,3,672.6866666666666,148,Hajipur,3,💤 At-Risk Customers
13585482,3711.16,3,1237.0533333333333,37,Buxar,0,👑 Champions
13604883,5514.04,7,787.72,80,Karimnagar,0,👑 Champions
13651980,511.96000000000004,2,255.98000000000002,194,Ranchi,3,💤 At-Risk Customers
13760839,9113.99,5,1822.798,147,Guwahati,0,👑 Champions
13796199,2319.92,3,773.3066666666667,275,Deoghar,3,💤 At-Risk Customers
13871547,2209.77,2,1104.885,226,Bhilwara,3,💤 At-Risk Customers
13963450,621.38,1,621.38,324,Malegaon,1,🆕 New Customers
14006996,1110.82,2,555.41,220,Buxar,3,💤 At-Risk Customers
14161586,613.3100000000001,2,306.65500000000003,51,Bettiah,3,💤 At-Risk Customers
14207332,295.17,2,147.585,144,Aligarh,3,💤 At-Risk Customers
14255231,1439.62,2,719.81,141,Surendranagar Dudhrej,3,💤 At-Risk Customers
14272050,1063.42,2,531.71,323,Satna,1,🆕 New Customers
14275043,1754.86,1,1754.86,195,Bhilwara,2,💛 Loyal Customers
14294171,2174.52,1,2174.52,9,Saharanpur,2,💛 Loyal Customers
14330483,2218.16,2,1109.08,87,Durgapur,3,💤 At-Risk Customers
14367270,2711.9500000000003,2,1355.9750000000001,31,Jabalpur,3,💤 At-Risk Customers
14428954,3269.96,3,1089.9866666666667,292,Medininagar,0,👑 Champions
14458150,1235.4,2,617.7,413,Sambhal,1,🆕 New Customers
14472401,9275.73,4,2318.9325,133,Thiruvananthapuram,0,👑 Champions
14479168,1458.8600000000001,2,729.4300000000001,77,Rewa,3,💤 At-Risk Customers
14632090,6970.17,3,2323.39,53,Miryalaguda,0,👑 Champions
14693393,620.92,2,310.46,83,Proddatur,3,💤 At-Risk Customers
14705462,2762.86,2,1381.43,4,Bahraich,3,💤 At-Risk Customers
14839726,578.02,2,289.01,279,Mira-Bhayandar,1,🆕 New Customers
14940427,630.79,3,210.26333333333332,56,Loni,3,💤 At-Risk Customers
14944819,1648.6200000000001,2,824.3100000000001,317,Anand,1,🆕 New Customers
14974554,3072.15,2,1536.075,417,Baranagar,2,💛 Loyal Customers
14991661,2720.32,2,1360.16,108,Chandrapur,2,💛 Loyal Customers
15043066,1849.3500000000001,1,1849.3500000000001,577,Rohtak,2,💛 Loyal Customers
15066187,3436.7400000000002,3,1145.5800000000002,66,Jammu,0,👑 Champions
15144290,3567.69,3,1189.23,65,Nizamabad,0,👑 Champions
15345667,563.45,1,563.45,268,Durg,1,🆕 New Customers
15391556,267.61,1,267.61,523,Nellore,1,🆕 New Customers
15417130,204.88,1,204.88,268,Indore,1,🆕 New Customers
15484407,1952.8799999999999,3,650.9599999999999,14,Kakinada,3,💤 At-Risk Customers
15487049,3470.99,2,1735.495,117,Motihari,2,💛 Loyal Customers
15529446,2879.88,2,1439.94,464,Haridwar,2,💛 Loyal Customers
15534747,3720.56,2,1860.28,415,Kadapa,2,💛 Loyal Customers
15568831,2527.89,2,1263.945,436,Jammu,2,💛 Loyal Customers
15599514,1329.51,1,1329.51,497,Tezpur,1,🆕 New Customers
15631726,3071.09,3,1023.6966666666667,48,Tezpur,0,👑 Champions
15661674,4185.45,2,2092.725,554,Vadodara,2,💛 Loyal Customers
15661901,3058.38,2,1529.19,14,Kumbakonam,2,💛 Loyal Customers
15733078,691.74,1,691.74,45,Phagwara,3,💤 At-Risk Customers
15796277,972.69,1,972.69,461,Loni,1,🆕 New Customers
15808945,4044.03,4,1011.0075,11,Gangtok,0,👑 Champions
15830066,4174.99,4,1043.7475,73,Mira-Bhayandar,0,👑 Champions
15897933,877.43,1,877.43,218,Jabalpur,3,💤 At-Risk Customers
15931134,1246.6799999999998,2,623.3399999999999,316,Darbhanga,1,🆕 New Customers
