customer_id,total_spent,total_orders,avg_basket,last_order_date,days_since_last,cluster,segment
2233446,2762.59,2,1381.295,2024-02-22 10:18:09,256,2,💛 Loyal Customers
2361575,1873.3500000000001,2,936.6750000000001,2024-08-10 04:50:52,86,3,💤 At-Risk Customers
2365348,194.08,1,194.08,2024-06-02 05:56:22,155,3,💤 At-Risk Customers
2391900,1641.8,1,1641.8,2023-07-09 10:58:32,484,2,💛 Loyal Customers
2400009,6684.24,3,2228.08,2024-05-22 14:09:40,166,0,👑 Champions
2414265,1074.09,2,537.045,2024-08-11 20:09:30,85,3,💤 At-Risk Customers
2442235,2285.66,2,1142.83,2024-10-24 22:24:07,10,3,💤 At-Risk Customers
2457734,3567.3999999999996,4,891.8499999999999,2024-10-30 05:28:47,5,0,👑 Champions
2517955,675.63,1,675.63,2024-02-27 16:16:35,251,1,🆕 New Customers
2558646,1692.04,3,564.0133333333333,2024-04-12 11:43:17,206,3,💤 At-Risk Customers
2566268,2492.01,5,498.40200000000004,2024-10-28 18:46:06,7,0,👑 Champions
2584499,2754.45,3,918.15,2024-08-04 14:24:51,92,3,💤 At-Risk Customers
2667357,710.8499999999999,1,710.8499999999999,2023-11-06 07:46:44,364,1,🆕 New Customers
2684440,4632.05,5,926.4100000000001,2024-05-24 20:01:10,164,0,👑 Champions
2848415,1641.8,1,1641.8,2024-01-16 02:45:51,293,2,💛 Loyal Customers
2875442,766.05,1,766.05,2024-02-10 11:44:52,268,1,🆕 New Customers
2903620,473.09,2,236.545,2024-03-26 19:44:46,223,3,💤 At-Risk Customers
2928026,2147.16,1,2147.16,2023-12-17 09:36:04,323,2,💛 Loyal Customers
3002538,1819.8600000000001,2,909.9300000000001,2024-08-24 15:46:55,72,3,💤 At-Risk Customers
3096845,1048.3799999999999,2,524.1899999999999,2023-11-07 11:20:32,363,1,🆕 New Customers
3100301,1296.0,1,1296.0,2023-07-17 06:57:09,476,1,🆕 New Customers
3282647,1460.1200000000001,2,730.0600000000001,2024-01-20 02:48:17,289,1,🆕 New Customers
3292927,2420.6400000000003,3,806.8800000000001,2024-10-15 03:02:28,20,3,💤 At-Risk Customers
3399251,66.42,1,66.42,2023-12-06 13:00:16,334,1,🆕 New Customers
3408982,1870.35,4,467.5875,2024-09-06 01:36:17,59,3,💤 At-Risk Customers
3410758,390.03,1,390.03,2023-03-27 11:28:42,588,1,🆕 New Customers
3421258,3367.35,2,1683.675,2024-02-19 15:44:34,259,2,💛 Loyal Customers
3468355,1268.6100000000001,1,1268.6100000000001,2024-05-30 05:59:29,158,3,💤 At-Risk Customers
3483295,1793.73,1,1793.73,2024-03-11 01:43:36,238,2,💛 Loyal Customers
3588443,2191.06,2,1095.53,2024-09-30 16:45:59,35,3,💤 At-Risk Customers
3638834,2445.3,2,1222.65,2023-10-12 05:02:47,389,2,💛 Loyal Customers
3660263,98.32,1,98.32,2024-03-24 00:55:20,225,1,🆕 New Customers
3730316,1895.56,3,631.8533333333334,2024-10-13 13:52:50,22,3,💤 At-Risk Customers
3786105,976.3199999999999,2,488.15999999999997,2024-04-18 13:28:11,200,3,💤 At-Risk Customers
3844290,2692.27,2,1346.135,2024-10-02 01:53:01,33,3,💤 At-Risk Customers
3872421,550.06,1,550.06,2024-06-12 02:35:04,145,3,💤 At-Risk Customers
3875480,369.28,1,369.28,2023-06-11 16:33:08,512,1,🆕 New Customers
3893903,1296.0,1,1296.0,2024-07-02 12:16:17,125,3,💤 At-Risk Customers
3897936,3954.55,5,790.9100000000001,2024-10-01 20:56:57,33,0,👑 Champions
3999964,3024.24,2,1512.12,2024-07-11 09:22:48,116,2,💛 Loyal Customers
4055790,1231.5600000000002,2,615.7800000000001,2023-10-03 08:17:06,398,1,🆕 New Customers
4057678,1195.9,2,597.95,2024-09-30 08:32:46,35,3,💤 At-Risk Customers
4192351,409.79999999999995,1,409.79999999999995,2024-04-28 13:19:13,190,3,💤 At-Risk Customers
4200802,1157.7,1,1157.7,2023-10-22 04:07:32,379,1,🆕 New Customers
4356173,3004.58,3,1001.5266666666666,2024-02-24 05:24:38,254,0,👑 Champions
4378755,3850.0699999999997,3,1283.3566666666666,2024-08-29 23:35:57,66,0,👑 Champions
4386273,2225.1000000000004,3,741.7000000000002,2024-08-19 07:50:08,77,3,💤 At-Risk Customers
4394659,2418.68,2,1209.34,2024-05-05 09:52:12,183,2,💛 Loyal Customers
4439806,1269.6100000000001,3,423.2033333333334,2024-04-22 02:53:06,196,3,💤 At-Risk Customers
4444673,88.43,1,88.43,2024-04-21 09:50:41,197,3,💤 At-Risk Customers
4458329,2827.11,1,2827.11,2024-08-05 06:57:07,91,2,💛 Loyal Customers
4543215,671.55,1,671.55,2023-12-08 04:15:17,332,1,🆕 New Customers
4594944,675.46,1,675.46,2023-08-08 00:06:45,454,1,🆕 New Customers
4597433,9553.69,6,1592.2816666666668,2024-08-26 16:17:59,70,0,👑 Champions
4606533,1776.32,1,1776.32,2023-07-22 08:48:30,471,2,💛 Loyal Customers
4758426,1256.56,2,628.28,2023-06-02 00:26:35,521,1,🆕 New Customers
4789829,2116.21,2,1058.105,2024-02-29 21:09:32,248,3,💤 At-Risk Customers
4862761,1349.8400000000001,2,674.9200000000001,2024-07-15 16:57:54,112,3,💤 At-Risk Customers
4940671,2633.94,1,2633.94,2023-11-18 10:23:31,352,2,💛 Loyal Customers
4988545,3399.38,2,1699.69,2024-03-06 15:35:29,243,2,💛 Loyal Customers
5001749,1327.48,2,663.74,2024-09-30 12:17:24,35,3,💤 At-Risk Customers
5039883,5947.42,5,1189.484,2024-08-05 00:09:15,91,0,👑 Champions
5043760,1981.02,2,990.51,2024-05-03 12:35:40,185,3,💤 At-Risk Customers
5135207,2776.95,1,2776.95,2023-08-21 00:30:07,441,2,💛 Loyal Customers
5140660,2467.89,1,2467.89,2023-11-08 17:24:58,362,2,💛 Loyal Customers
5226128,2916.74,2,1458.37,2024-03-01 06:04:05,248,2,💛 Loyal Customers
5228136,2340.32,3,780.1066666666667,2024-06-24 17:12:34,133,3,💤 At-Risk Customers
5238055,1200.24,3,400.08,2024-07-05 14:03:12,122,3,💤 At-Risk Customers
5277675,1686.9,2,843.45,2023-10-07 04:05:52,394,1,🆕 New Customers
5386246,3903.87,3,1301.29,2024-07-17 12:11:28,110,0,👑 Champions
5418547,2765.1,2,1382.55,2024-08-31 00:34:00,65,2,💛 Loyal Customers
5540556,1876.09,4,469.0225,2024-10-05 10:53:10,30,3,💤 At-Risk Customers
5607734,784.44,1,784.44,2023-10-15 07:21:32,386,1,🆕 New Customers
5700842,415.75,1,415.75,2023-04-24 17:02:19,560,1,🆕 New Customers
5712468,1927.16,2,963.58,2024-09-27 17:09:25,38,3,💤 At-Risk Customers
5716817,2432.06,3,810.6866666666666,2024-03-21 02:27:40,228,3,💤 At-Risk Customers
5751638,881.94,2,440.97,2023-12-07 04:30:24,333,1,🆕 New Customers
5754255,3022.7000000000003,3,1007.5666666666667,2024-06-24 07:55:26,133,0,👑 Champions
5763963,5530.43,5,1106.086,2024-03-29 23:52:07,219,0,👑 Champions
5901440,90.56,1,90.56,2023-03-16 18:55:27,599,1,🆕 New Customers
5961261,2309.94,4,577.485,2024-04-13 14:08:15,205,3,💤 At-Risk Customers
6025470,217.4,1,217.4,2023-10-14 03:18:34,387,1,🆕 New Customers
6061349,5571.15,3,1857.05,2024-05-07 21:56:34,180,0,👑 Champions
6081270,446.54,1,446.54,2023-08-29 13:05:04,433,1,🆕 New Customers
6150721,3307.33,5,661.466,2024-09-13 02:31:41,52,0,👑 Champions
6184558,688.14,1,688.14,2023-04-12 09:38:01,572,1,🆕 New Customers
6186471,46.62,1,46.62,2024-02-18 07:37:33,260,1,🆕 New Customers
6245778,3923.2599999999998,3,1307.7533333333333,2024-01-05 13:00:28,304,0,👑 Champions
6247821,1395.26,3,465.08666666666664,2024-10-09 21:50:33,25,3,💤 At-Risk Customers
6291143,1666.1999999999998,2,833.0999999999999,2024-06-21 01:18:07,136,3,💤 At-Risk Customers
6319646,947.0899999999999,3,315.69666666666666,2024-06-27 13:54:51,130,3,💤 At-Risk Customers
6335221,1945.56,2,972.78,2024-07-11 05:59:50,116,3,💤 At-Risk Customers
6344345,2717.31,3,905.77,2024-08-29 21:54:24,66,3,💤 At-Risk Customers
6390687,931.8199999999999,2,465.90999999999997,2024-04-14 05:13:07,204,3,💤 At-Risk Customers
6398761,5156.79,4,1289.1975,2024-08-20 20:34:20,75,0,👑 Champions
6459100,424.85,3,141.61666666666667,2024-08-17 07:51:09,79,3,💤 At-Risk Customers
6579892,4960.86,4,1240.215,2024-10-26 14:35:25,9,0,👑 Champions
6617417,1829.76,1,1829.76,2024-06-15 09:30:19,142,2,💛 Loyal Customers
6622751,728.73,1,728.73,2023-06-24 10:51:53,499,1,🆕 New Customers
6637282,2932.45,4,733.1125,2024-05-23 15:38:38,165,0,👑 Champions
6668498,997.74,2,498.87,2024-09-26 10:17:58,39,3,💤 At-Risk Customers
6724509,2361.9300000000003,3,787.3100000000001,2024-10-17 11:15:32,18,3,💤 At-Risk Customers
6756256,2011.52,3,670.5066666666667,2024-06-17 13:27:48,140,3,💤 At-Risk Customers
6812439,1612.32,3,537.4399999999999,2024-07-16 10:47:30,111,3,💤 At-Risk Customers
6853981,1300.4,1,1300.4,2023-12-24 19:17:51,316,2,💛 Loyal Customers
6856445,2987.0099999999998,2,1493.5049999999999,2023-07-31 08:28:13,462,2,💛 Loyal Customers
6867315,1640.7200000000003,2,820.3600000000001,2023-12-21 01:28:43,319,1,🆕 New Customers
6959437,2967.87,3,989.29,2024-10-05 07:48:45,30,0,👑 Champions
6982488,3935.34,3,1311.78,2024-11-04 00:15:51,0,0,👑 Champions
6992801,1937.88,1,1937.88,2024-05-18 15:03:26,170,2,💛 Loyal Customers
7076456,3755.62,2,1877.81,2023-08-08 06:37:33,454,2,💛 Loyal Customers
7228206,5842.9800000000005,4,1460.7450000000001,2024-06-07 20:25:54,150,0,👑 Champions
7288562,2309.29,3,769.7633333333333,2024-09-16 09:57:14,49,3,💤 At-Risk Customers
7333934,1947.76,3,649.2533333333333,2024-04-24 23:57:49,193,3,💤 At-Risk Customers
7378768,1495.13,2,747.565,2023-10-07 19:29:11,394,1,🆕 New Customers
7522036,139.85999999999999,1,139.85999999999999,2023-08-09 18:06:42,453,1,🆕 New Customers
7551173,58.59,1,58.59,2024-01-22 03:06:25,287,1,🆕 New Customers
7591711,2901.36,4,725.34,2023-12-21 14:21:21,319,0,👑 Champions
7687234,176.86,1,176.86,2023-07-28 06:45:11,465,1,🆕 New Customers
7728406,5168.7,5,1033.74,2024-06-26 14:28:44,131,0,👑 Champions
8025622,2392.61,3,797.5366666666667,2024-07-22 16:54:23,105,3,💤 At-Risk Customers
8073518,1538.48,1,1538.48,2023-06-18 19:59:32,505,1,🆕 New Customers
8138417,710.8499999999999,1,710.8499999999999,2023-07-15 16:37:10,478,1,🆕 New Customers
8164639,1866.22,2,933.11,2024-05-14 11:32:09,174,3,💤 At-Risk Customers
8228843,3121.09,3,1040.3633333333335,2024-01-31 19:59:41,278,0,👑 Champions
8241122,889.72,4,222.43,2024-07-21 20:11:14,106,3,💤 At-Risk Customers
8351747,1539.69,3,513.23,2023-09-25 23:30:12,405,1,🆕 New Customers
8361353,1979.41,2,989.705,2024-03-28 12:16:12,221,3,💤 At-Risk Customers
8375298,2506.63,2,1253.315,2023-09-12 00:13:47,419,2,💛 Loyal Customers
8383197,1837.94,2,918.97,2024-10-16 11:19:47,19,3,💤 At-Risk Customers
8384106,963.26,1,963.26,2023-11-19 17:33:59,351,1,🆕 New Customers
8395343,3823.56,3,1274.52,2023-07-03 23:48:25,489,2,💛 Loyal Customers
8395610,760.35,2,380.175,2024-04-16 03:18:14,202,3,💤 At-Risk Customers
8513589,1165.8600000000001,2,582.9300000000001,2024-04-24 23:13:39,193,3,💤 At-Risk Customers
8536503,4673.700000000001,2,2336.8500000000004,2024-06-08 06:23:34,149,2,💛 Loyal Customers
8628482,2662.44,2,1331.22,2024-09-30 06:06:12,35,3,💤 At-Risk Customers
8632679,508.0,1,508.0,2023-10-04 20:08:09,397,1,🆕 New Customers
8651281,4598.36,4,1149.59,2024-06-12 17:02:41,145,0,👑 Champions
8733344,5284.530000000001,2,2642.2650000000003,2024-08-27 15:06:31,69,2,💛 Loyal Customers
8791577,6844.42,8,855.5525,2024-10-13 21:57:38,21,0,👑 Champions
8817168,551.28,1,551.28,2023-08-06 17:49:31,456,1,🆕 New Customers
8881320,317.88,2,158.94,2024-10-28 22:19:08,6,3,💤 At-Risk Customers
8886587,560.7,1,560.7,2024-07-04 21:42:31,122,3,💤 At-Risk Customers
8955057,2770.0899999999997,3,923.3633333333332,2024-07-07 17:24:52,120,3,💤 At-Risk Customers
9048817,1738.44,1,1738.44,2024-03-24 13:44:38,225,2,💛 Loyal Customers
9097480,2438.44,2,1219.22,2024-11-01 14:24:12,3,3,💤 At-Risk Customers
9105829,737.32,2,368.66,2023-11-24 08:47:35,346,1,🆕 New Customers
9107360,3449.46,3,1149.82,2024-07-10 04:44:45,117,0,👑 Champions
9195970,176.86,1,176.86,2023-03-16 08:10:44,599,1,🆕 New Customers
9246851,4774.929999999999,2,2387.4649999999997,2023-06-07 13:43:08,516,2,💛 Loyal Customers
9274874,5650.36,6,941.7266666666666,2024-08-25 17:39:03,71,0,👑 Champions
9278983,5067.05,5,1013.4100000000001,2024-09-27 17:01:56,38,0,👑 Champions
9314637,2772.46,2,1386.23,2023-12-22 07:57:54,318,2,💛 Loyal Customers
9347990,4457.91,2,2228.955,2024-10-18 10:21:52,17,2,💛 Loyal Customers
9401406,2956.32,3,985.44,2024-09-10 15:13:39,55,0,👑 Champions
9419030,1458.84,1,1458.84,2024-04-19 19:38:25,199,2,💛 Loyal Customers
9423628,715.72,1,715.72,2023-04-03 14:10:21,581,1,🆕 New Customers
9450435,4723.08,3,1574.36,2024-05-15 19:31:23,173,0,👑 Champions
9551011,1713.78,1,1713.78,2023-09-12 11:51:20,419,2,💛 Loyal Customers
9573071,2593.36,4,648.34,2024-07-17 17:30:24,110,0,👑 Champions
9641623,635.6,1,635.6,2024-06-05 04:40:12,152,3,💤 At-Risk Customers
9650263,675.35,2,337.675,2024-07-07 13:29:33,120,3,💤 At-Risk Customers
9738801,4626.3099999999995,4,1156.5774999999999,2024-02-28 19:04:46,250,0,👑 Champions
9796585,1847.28,2,923.64,2024-10-29 11:29:36,6,3,💤 At-Risk Customers
9981089,3201.25,2,1600.625,2024-01-01 22:52:54,307,2,💛 Loyal Customers
9987182,5108.85,4,1277.2125,2024-10-07 16:33:53,28,0,👑 Champions
10019218,3090.02,4,772.505,2024-05-23 05:12:37,165,0,👑 Champions
10038382,3803.15,2,1901.575,2024-01-10 12:05:56,299,2,💛 Loyal Customers
10048910,4650.110000000001,5,930.0220000000002,2024-09-24 15:36:04,41,0,👑 Champions
10088428,2719.62,1,2719.62,2024-10-02 18:07:29,33,2,💛 Loyal Customers
10210309,369.28,1,369.28,2024-07-11 11:40:20,116,3,💤 At-Risk Customers
10225164,1140.14,2,570.07,2024-06-17 12:19:04,140,3,💤 At-Risk Customers
10240052,1410.71,2,705.355,2024-09-03 18:54:33,62,3,💤 At-Risk Customers
10418604,2006.08,3,668.6933333333333,2024-04-03 07:28:25,215,3,💤 At-Risk Customers
10508763,2748.24,2,1374.12,2024-04-09 16:23:16,209,2,💛 Loyal Customers
10524732,3629.21,3,1209.7366666666667,2023-07-26 19:47:28,467,2,💛 Loyal Customers
10541231,1198.0,2,599.0,2024-10-20 00:39:24,15,3,💤 At-Risk Customers
10562528,3984.89,7,569.27,2024-10-16 15:30:51,19,0,👑 Champions
10605484,2440.01,2,1220.005,2023-12-21 21:27:19,318,2,💛 Loyal Customers
10608845,264.89,1,264.89,2023-09-26 23:28:51,404,1,🆕 New Customers
10663246,2245.23,2,1122.615,2024-06-01 13:09:54,156,3,💤 At-Risk Customers
10683250,2690.99,2,1345.495,2024-02-16 19:06:29,262,2,💛 Loyal Customers
10686446,636.42,1,636.42,2024-03-27 11:56:09,222,3,💤 At-Risk Customers
10694081,332.84,1,332.84,2024-10-09 15:05:40,26,3,💤 At-Risk Customers
10700664,6494.97,3,2164.9900000000002,2024-02-15 23:27:04,262,0,👑 Champions
10729474,1865.0300000000002,2,932.5150000000001,2023-06-02 15:59:43,521,1,🆕 New Customers
10745302,98.32,1,98.32,2023-11-19 18:46:56,351,1,🆕 New Customers
10769994,1411.26,2,705.63,2023-12-09 04:14:59,331,1,🆕 New Customers
10789681,1937.88,1,1937.88,2024-05-20 18:34:01,168,2,💛 Loyal Customers
10796846,359.98,1,359.98,2023-04-24 13:30:15,560,1,🆕 New Customers
10797688,109.03,1,109.03,2024-02-10 07:33:39,268,1,🆕 New Customers
10830043,1300.4,1,1300.4,2023-07-10 14:59:43,483,1,🆕 New Customers
10855630,3030.4700000000003,2,1515.2350000000001,2024-06-16 21:24:53,140,2,💛 Loyal Customers
10857389,6590.65,4,1647.6625,2024-09-28 04:10:41,37,0,👑 Champions
10945990,1306.1299999999999,2,653.0649999999999,2024-10-22 06:38:37,13,3,💤 At-Risk Customers
10951674,2103.5,2,1051.75,2024-04-04 14:47:40,214,3,💤 At-Risk Customers
11047835,2805.8500000000004,4,701.4625000000001,2024-08-30 06:54:42,66,0,👑 Champions
11063505,1563.16,2,781.58,2024-10-28 06:21:11,7,3,💤 At-Risk Customers
11071601,173.44,2,86.72,2024-07-16 13:16:12,111,3,💤 At-Risk Customers
11082181,1632.76,1,1632.76,2024-02-22 01:13:13,256,2,💛 Loyal Customers
11143197,3743.84,4,935.96,2024-06-10 01:20:43,147,0,👑 Champions
11202130,6164.42,4,1541.105,2024-07-23 19:18:11,104,0,👑 Champions
11228463,247.48,1,247.48,2024-05-18 03:11:30,170,3,💤 At-Risk Customers
11254582,1860.6100000000001,3,620.2033333333334,2024-04-19 23:04:28,198,3,💤 At-Risk Customers
11387110,1344.48,1,1344.48,2024-01-16 06:39:05,293,2,💛 Loyal Customers
11389698,477.52,3,159.17333333333332,2023-07-18 10:53:19,475,1,🆕 New Customers
11446157,4110.35,5,822.07,2024-04-26 05:34:58,192,0,👑 Champions
11470681,551.88,1,551.88,2024-03-09 03:58:13,240,1,🆕 New Customers
11478478,4082.24,6,680.3733333333333,2024-10-08 04:17:08,27,0,👑 Champions
11493300,2216.2200000000003,1,2216.2200000000003,2023-09-12 18:28:43,419,2,💛 Loyal Customers
11493380,2912.86,4,728.215,2024-10-22 11:12:07,13,0,👑 Champions
11503405,537.24,1,537.24,2023-07-14 21:20:01,478,1,🆕 New Customers
11540364,404.07,1,404.07,2023-11-17 13:40:42,353,1,🆕 New Customers
11562458,448.91999999999996,2,224.45999999999998,2023-12-10 05:08:46,330,1,🆕 New Customers
11616535,5321.3099999999995,4,1330.3274999999999,2024-06-22 16:53:41,135,0,👑 Champions
11636968,3297.01,2,1648.505,2024-09-16 22:40:01,48,2,💛 Loyal Customers
11705793,842.51,2,421.255,2024-04-15 11:28:24,203,3,💤 At-Risk Customers
11775073,422.23,1,422.23,2024-08-01 15:43:56,95,3,💤 At-Risk Customers
11928321,382.15,2,191.075,2024-01-07 15:22:00,302,1,🆕 New Customers
12059049,6416.26,4,1604.065,2024-07-22 11:23:06,105,0,👑 Champions
12077371,7548.969999999999,4,1887.2424999999998,2023-11-04 00:26:33,366,0,👑 Champions
12088552,1009.38,2,504.69,2023-05-12 17:23:18,542,1,🆕 New Customers
12090436,1072.26,1,1072.26,2024-09-28 21:24:26,36,3,💤 At-Risk Customers
12141418,510.7,1,510.7,2023-11-20 23:03:29,349,1,🆕 New Customers
12184293,1706.8200000000002,1,1706.8200000000002,2023-08-22 07:49:07,440,2,💛 Loyal Customers
12272282,9924.84,5,1984.968,2024-10-07 14:03:49,28,0,👑 Champions
12277039,1001.24,4,250.31,2024-07-10 12:50:15,117,3,💤 At-Risk Customers
12302179,1953.1,1,1953.1,2023-08-10 04:55:14,452,2,💛 Loyal Customers
12305040,4140.6900000000005,3,1380.2300000000002,2024-09-26 19:49:44,39,0,👑 Champions
12338529,3229.9800000000005,3,1076.66,2024-10-26 18:11:47,9,0,👑 Champions
12402437,2975.6600000000003,2,1487.8300000000002,2024-03-14 00:46:30,235,2,💛 Loyal Customers
12415659,340.36,1,340.36,2024-07-12 04:35:15,115,3,💤 At-Risk Customers
12455156,2583.68,3,861.2266666666666,2024-05-18 16:03:10,170,3,💤 At-Risk Customers
12469338,2528.25,2,1264.125,2024-03-27 09:26:49,222,2,💛 Loyal Customers
12500465,2314.12,2,1157.06,2023-11-01 18:12:28,369,2,💛 Loyal Customers
12507907,4113.450000000001,2,2056.7250000000004,2023-08-04 18:34:57,458,2,💛 Loyal Customers
12574626,3795.5499999999997,3,1265.1833333333332,2024-10-26 05:45:05,9,0,👑 Champions
12622901,5155.2,2,2577.6,2024-03-12 02:25:14,237,2,💛 Loyal Customers
12655794,1268.6100000000001,1,1268.6100000000001,2023-08-16 13:03:49,446,1,🆕 New Customers
12695670,498.17,2,249.085,2023-07-04 02:15:55,489,1,🆕 New Customers
12755730,1415.44,3,471.81333333333333,2024-04-24 12:09:13,194,3,💤 At-Risk Customers
12769552,48.55,1,48.55,2024-07-05 13:41:54,122,3,💤 At-Risk Customers
12778027,219.75,2,109.875,2023-12-13 11:06:33,327,1,🆕 New Customers
12799092,3355.14,3,1118.3799999999999,2024-09-26 23:24:36,38,0,👑 Champions
12814732,1514.0700000000002,2,757.0350000000001,2024-10-26 17:06:24,9,3,💤 At-Risk Customers
12832151,8841.11,7,1263.0157142857145,2024-09-24 05:38:46,41,0,👑 Champions
12851610,7019.26,5,1403.852,2024-09-25 04:22:43,40,0,👑 Champions
12867472,1344.73,2,672.365,2024-04-27 17:40:20,191,3,💤 At-Risk Customers
12967305,3744.37,3,1248.1233333333332,2023-07-25 19:31:47,468,2,💛 Loyal Customers
12988801,2066.13,2,1033.065,2024-02-11 13:33:15,267,3,💤 At-Risk Customers
13071673,3096.4900000000002,2,1548.2450000000001,2024-07-03 23:35:41,123,2,💛 Loyal Customers
13122744,799.46,1,799.46,2023-10-15 20:26:10,386,1,🆕 New Customers
13130974,801.84,1,801.84,2024-01-21 17:57:30,288,1,🆕 New Customers
13164195,4095.21,4,1023.8025,2024-09-10 03:50:34,55,0,👑 Champions
13189939,4292.58,4,1073.145,2024-10-16 08:29:07,19,0,👑 Champions
13197985,1441.9,1,1441.9,2024-08-20 15:38:50,76,2,💛 Loyal Customers
13251137,6790.4400000000005,5,1358.0880000000002,2024-08-25 09:54:40,71,0,👑 Champions
13265605,247.48,1,247.48,2023-05-25 23:45:35,528,1,🆕 New Customers
13284996,1553.31,1,1553.31,2023-04-16 18:50:37,568,1,🆕 New Customers
13383642,2382.54,3,794.18,2024-07-15 11:21:51,112,3,💤 At-Risk Customers
13415362,2496.18,1,2496.18,2023-05-22 09:43:39,532,2,💛 Loyal Customers
13424885,728.73,1,728.73,2023-08-14 15:30:54,448,1,🆕 New Customers
13455530,1250.2,3,416.73333333333335,2024-02-11 09:54:55,267,3,💤 At-Risk Customers
